"","locality_id","longitude","latitude","OBJECTID","PASITES_ID","NAME","TYPE","SUBTYPE","STATUS","SOURCE","IUCN","OC_NO","ACRES","HECTARES","OC_DATE","DATE_EST","OC_NAME","NOTES","GlobalID","Shape_STAr","Shape_STLe","coords.x1","coords.x2","optional"
"1","L2390329",-114.056848,51.0292262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.056848,51.0292262,TRUE
"2","L760023",-113.0704308,49.900108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.0704308,49.900108,TRUE
"3","L299543",-115.5931835,51.1722383,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.5931835,51.1722383,TRUE
"4","L163249",-115.84621,51.26341,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.84621,51.26341,TRUE
"5","L1496701",-114.0100462,50.9031505,"234",1019,"Fish Creek","PP",NA,"OC","41","II","OC 598/2003",3356.92715729,1358.5002226,"2003/12/17","1975/06/10","Fish Creek Provincial Park",NA,"{A99A5796-CB4C-419C-AF94-FAD02010AB86}",13585002.2222,59944.4090404,-114.0100462,50.9031505,TRUE
"6","L817096",-113.3737779,53.5836653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.3737779,53.5836653,TRUE
"7","L521077",-119.0905952,55.2064022,"399",1047,"Saskatoon Island","PP",NA,"OC","41","II","OC 1602/73",285.2075907,115.41941701,"1973/10/16","1932/11/21","Saskatoon Island Provincial Park",NA,"{FE86F8F5-2F82-4387-991F-099C4AF03705}",1154194.16968,6612.65020144,-119.0905952,55.2064022,TRUE
"8","L711510",-118.806088,55.1715889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.806088,55.1715889,TRUE
"9","L2589245",-113.3998275,53.554765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.3998275,53.554765,TRUE
"10","L879045",-114.0070252,50.8893184,"234",1019,"Fish Creek","PP",NA,"OC","41","II","OC 598/2003",3356.92715729,1358.5002226,"2003/12/17","1975/06/10","Fish Creek Provincial Park",NA,"{A99A5796-CB4C-419C-AF94-FAD02010AB86}",13585002.2222,59944.4090404,-114.0070252,50.8893184,TRUE
"11","L619864",-110.9042358,54.0738942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.9042358,54.0738942,TRUE
"12","L795636",-113.5085106,53.6168484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5085106,53.6168484,TRUE
"13","L3444215",-113.9886475,50.3592066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9886475,50.3592066,TRUE
"14","L283710",-114.068837,51.0547884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.068837,51.0547884,TRUE
"15","L4434824",-113.5539687,51.2120319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5539687,51.2120319,TRUE
"16","L4745289",-113.5339057,53.2655466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5339057,53.2655466,TRUE
"17","L524794",-118.5699463,55.3338314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.5699463,55.3338314,TRUE
"18","L419095",-113.4269714,50.8306619,"462",1066,"Wyndham-Carseland","PP",NA,"OC","41","NR","OC 856/79",447.39735075,181.05528422,"1979/08/28","1979/08/28","Wyndham-Carseland Provincial Park","Formerly named Carseland Provincial Park.","{0A97160C-F7AC-48A1-ACAC-02CDBC41CAC0}",1810552.84399,18917.0184282,-113.4269714,50.8306619,TRUE
"19","L739139",-113.8605022,49.1318296,"433",5189,"Waterton Lakes","NP",NA,"OC","41","II",NA,123216.57513335,49863.97884245,NA,"1895/12/31","Waterton Lakes National Park of Canada",NA,"{EE793A4D-C5DC-4C3D-AFAE-8506F6CA69E5}",498639788.585,144112.951557,-113.8605022,49.1318296,TRUE
"20","L604151",-113.6332655,50.9046296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.6332655,50.9046296,TRUE
"21","L349379",-114.1164323,50.9807589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.1164323,50.9807589,TRUE
"22","L467641",-110.2039433,54.4563187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.2039433,54.4563187,TRUE
"23","L345997",-114.17685,51.09163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.17685,51.09163,TRUE
"24","L622216",-110.1410294,54.4614576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.1410294,54.4614576,TRUE
"25","L1303645",-113.6564827,53.6154737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.6564827,53.6154737,TRUE
"26","L293997",-113.2250977,50.9389598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.2250977,50.9389598,TRUE
"27","L1466360",-114.0091308,50.9370795,"234",1019,"Fish Creek","PP",NA,"OC","41","II","OC 598/2003",3356.92715729,1358.5002226,"2003/12/17","1975/06/10","Fish Creek Provincial Park",NA,"{A99A5796-CB4C-419C-AF94-FAD02010AB86}",13585002.2222,59944.4090404,-114.0091308,50.9370795,TRUE
"28","L3919690",-114.5261615,50.6367997,"454",1118,"Sheep River","PP",NA,"OC","41","II","OC 310/2001",15290.03222232,6187.65650976,"2001/07/24","2001/07/24","Sheep River Provincial Park",NA,"{137CE16E-371C-4BA9-95B9-6CE1E78B5C8A}",61876565.0969,58636.1361622,-114.5261615,50.6367997,TRUE
"29","L302973",-110.469,49.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.469,49.113,TRUE
"30","L989270",-116.4559364,51.670213,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-116.4559364,51.670213,TRUE
"31","L1405638",-114.0848091,50.9336108,"234",1019,"Fish Creek","PP",NA,"OC","41","II","OC 598/2003",3356.92715729,1358.5002226,"2003/12/17","1975/06/10","Fish Creek Provincial Park",NA,"{A99A5796-CB4C-419C-AF94-FAD02010AB86}",13585002.2222,59944.4090404,-114.0848091,50.9336108,TRUE
"32","L345993",-115.5608,51.17626,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.5608,51.17626,TRUE
"33","L4434750",-113.4126484,51.0420145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4126484,51.0420145,TRUE
"34","L1402922",-118.0853033,52.8750527,"436",5256,"Jasper","NP",NA,"OC","41","II",NA,2775661.31325855,1123270.28119676,NA,"1907/12/31","Jasper National Park of Canada",NA,"{3301ED3E-F396-4217-AB49-FFC5EE59E63F}",11232702812,838629.98006,-118.0853033,52.8750527,TRUE
"35","L629624",-114.4384003,53.5611635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.4384003,53.5611635,TRUE
"36","L585195",-118.8190269,55.1981732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.8190269,55.1981732,TRUE
"37","L4957070",-114.4387684,49.608823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.4387684,49.608823,TRUE
"38","L2586491",-113.4978461,51.2706955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4978461,51.2706955,TRUE
"39","L361663",-113.4448242,50.8241425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4448242,50.8241425,TRUE
"40","L163245",-115.6018546,51.1784927,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.6018546,51.1784927,TRUE
"41","L1175217",-116.6817248,55.6249673,"430",1063,"Winagami Lake","PP",NA,"OC","41","II","OC 432/2000",16137.21922481,6530.50092596,"2000/11/15","1956/11/13","Winagami Lake Provincial Park",NA,"{52B2FB23-5B97-445E-A509-D330309459F7}",65305009.2749,97772.0994631,-116.6817248,55.6249673,TRUE
"42","L364690",-114.2077732,51.0099206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.2077732,51.0099206,TRUE
"43","L770871",-111.7396259,54.1841878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.7396259,54.1841878,TRUE
"44","L468251",-114.5805359,53.5492834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.5805359,53.5492834,TRUE
"45","L287659",-113.9155556,49.0488889,"433",5189,"Waterton Lakes","NP",NA,"OC","41","II",NA,123216.57513335,49863.97884245,NA,"1895/12/31","Waterton Lakes National Park of Canada",NA,"{EE793A4D-C5DC-4C3D-AFAE-8506F6CA69E5}",498639788.585,144112.951557,-113.9155556,49.0488889,TRUE
"46","L990052",-111.5173848,50.7621353,"380",1016,"Dinosaur","PP",NA,"OC","41","II","OC 344/2004",19957.10478472,8076.35376705,"2004/07/27","1955/06/27","Dinosaur Provincial Park","Formerly named Steveville Dinosaur Provincial Park.","{F99AEAB9-4495-494E-9661-A4656E77259C}",80763537.6682,141383.290418,-111.5173848,50.7621353,TRUE
"47","L351684",-110.48819,53.82942,"405",1058,"Whitney Lakes","PP",NA,"OC","41","II","OC 296/86",3664.31438408,1482.89541989,"1986/04/22","1982/06/23","Whitney Lakes Provincial Park",NA,"{10B80FC2-CEB2-4604-9E5D-3C8B1D5B12F6}",14828954.1948,68530.2640938,-110.48819,53.82942,TRUE
"48","L421273",-111.897085,50.5720852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.897085,50.5720852,TRUE
"49","L335790",-118.091526,52.8787654,"436",5256,"Jasper","NP",NA,"OC","41","II",NA,2775661.31325855,1123270.28119676,NA,"1907/12/31","Jasper National Park of Canada",NA,"{3301ED3E-F396-4217-AB49-FFC5EE59E63F}",11232702812,838629.98006,-118.091526,52.8787654,TRUE
"50","L523499",-118.483,55.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.483,55.25,TRUE
"51","L434506",-114.5681763,50.9482617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.5681763,50.9482617,TRUE
"52","L374723",-113.5404396,51.0461427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5404396,51.0461427,TRUE
"53","L521640",-118.9352417,55.249772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.9352417,55.249772,TRUE
"54","L467560",-118.8135338,55.2685542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.8135338,55.2685542,TRUE
"55","L405210",-113.6967587,50.8056906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.6967587,50.8056906,TRUE
"56","L892146",-110.3028202,49.6635585,"378",1014,"Cypress Hills","PP",NA,"OC","41","II","OC 183/86",51316.55295679,20767.07219086,"1986/03/13","1951/04/24","Cypress Hills Provincial Park",NA,"{EFA5522A-DDEF-4D8A-9F55-EB691CFD89A2}",207670721.914,135408.928365,-110.3028202,49.6635585,TRUE
"57","L341675",-116.21629,51.41658,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-116.21629,51.41658,TRUE
"58","L430047",-113.9521962,50.8409441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9521962,50.8409441,TRUE
"59","L1146957",-112.1181715,49.7988156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.1181715,49.7988156,TRUE
"60","L989258",-116.17836,51.4169804,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-116.17836,51.4169804,TRUE
"61","L766102",-112.0462561,53.5008235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.0462561,53.5008235,TRUE
"62","L343763",-116.18071,51.32747,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-116.18071,51.32747,TRUE
"63","L4466597",-111.6743664,50.6996822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.6743664,50.6996822,TRUE
"64","L796823",-113.1836843,50.9027081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.1836843,50.9027081,TRUE
"65","L1088329",-115.5707464,51.1784232,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.5707464,51.1784232,TRUE
"66","L3711088",-112.7593803,54.4377534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.7593803,54.4377534,TRUE
"67","L342048",-111.616931,49.0824889,"411",1065,"Writing-on-Stone","PP",NA,"OC","41","II","OC 408/2011",6647.96833515,2690.3373353,"2011/09/09","1957/01/10","Writing-on-Stone Provincial Park",NA,"{FB832538-0044-492B-BD20-F63B2F984475}",26903373.3486,59255.1187308,-111.616931,49.0824889,TRUE
"68","L161199",-114.00992,51.030354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.00992,51.030354,TRUE
"69","L467351",-118.7706184,55.1890728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.7706184,55.1890728,TRUE
"70","L626405",-112.899971,53.239948,"367",1034,"Miquelon Lake","PP",NA,"OC","41","II","OC 67/2006",3151.76370164,1275.47351778,"2006/02/26","1958/05/09","Miquelon Lake Provincial Park",NA,"{DC0EEBDF-8004-492D-A6E2-C5D941A0317D}",12754735.1812,46322.9972245,-112.899971,53.239948,TRUE
"71","L2544795",-118.0929,52.90631,"436",5256,"Jasper","NP",NA,"OC","41","II",NA,2775661.31325855,1123270.28119676,NA,"1907/12/31","Jasper National Park of Canada",NA,"{3301ED3E-F396-4217-AB49-FFC5EE59E63F}",11232702812,838629.98006,-118.0929,52.90631,TRUE
"72","L728322",-113.7139893,50.5448539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7139893,50.5448539,TRUE
"73","L1515946",-112.6647976,53.3499674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.6647976,53.3499674,TRUE
"74","L2084086",-113.7998118,54.6512452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7998118,54.6512452,TRUE
"75","L294151",-114.0338889,50.9747222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0338889,50.9747222,TRUE
"76","L351685",-113.82444,53.5674,"279",142,"Wagner","NA","Education","OC","41","III","OC 346/2004",542.22538055,219.43082636,"2004/07/27","1987/02/12","Wagner Natural Area",NA,"{9DA4F6A4-395B-4F3E-AD3D-40909380252C}",2194308.26367,8243.32673065,-113.82444,53.5674,TRUE
"77","L161173",-114.121544,50.974445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.121544,50.974445,TRUE
"78","L207050",-113.6591589,53.6143082,"434",1119,"Lois Hole Centennial","PP",NA,"OC","41","II","OC269/2010",4480.24649799,1813.09143143,"2010/09/10","2005/04/19","Lois Hole Centennial Provincial Park","Includes the former Big Lake Natural Area, first established 1999.  (Plan 1622417 shoreline survey registered 2016-06-25 in SW15-53-26-W4)","{A2E84B7B-A41C-406A-AEA5-4CBC654D46EC}",18130914.3196,36498.9015434,-113.6591589,53.6143082,TRUE
"79","L417402",-117.6975632,56.22255,"398",1044,"Queen Elizabeth","PP",NA,"OC","41","NR","OC 435/80",184.39478136,74.62192052,"1980/04/29","1956/02/15","Queen Elizabeth Provincial Park","Formerly named Lac Cardinal Provincial Park.","{3308135D-C430-42BF-997B-3CA6C8D3E3EA}",746219.2052,4573.98547851,-117.6975632,56.22255,TRUE
"80","L1217921",-112.8701019,49.7033306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8701019,49.7033306,TRUE
"81","L624083",-114.9880251,50.5969496,"450",1041,"Peter Lougheed","PP",NA,"OC","41","II","OC 793/85",126928.31479558,51366.06659149,"1985/11/14","1977/10/17","Peter Lougheed Provincial Park","Formerly named Kananaskis Provincial Park.","{219BB53C-444B-4DB7-8BB3-E03718827FF2}",513660665.902,208260.122748,-114.9880251,50.5969496,TRUE
"82","L767443",-116.1526108,51.4448066,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-116.1526108,51.4448066,TRUE
"83","L2345069",-114.0039682,50.9135324,"234",1019,"Fish Creek","PP",NA,"OC","41","II","OC 598/2003",3356.92715729,1358.5002226,"2003/12/17","1975/06/10","Fish Creek Provincial Park",NA,"{A99A5796-CB4C-419C-AF94-FAD02010AB86}",13585002.2222,59944.4090404,-114.0039682,50.9135324,TRUE
"84","L801103",-114.2080951,49.5828104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.2080951,49.5828104,TRUE
"85","L339530",-110.9668922,49.3550975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.9668922,49.3550975,TRUE
"86","L592475",-114.1556311,51.0619507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.1556311,51.0619507,TRUE
"87","L2",-115.3560111,51.0911115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.3560111,51.0911115,TRUE
"88","L284048",-114.0275803,50.9967513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0275803,50.9967513,TRUE
"89","L1457863",-116.1257245,51.3981439,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-116.1257245,51.3981439,TRUE
"90","L1370725",-111.1020112,49.3889099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.1020112,49.3889099,TRUE
"91","L864644",-111.6577113,49.3576797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.6577113,49.3576797,TRUE
"92","L1547932",-112.7693398,51.4674857,"391",1033,"Midland","PP",NA,"OC","41","II","OC 765/89",1522.16608494,615.99875968,"1989/12/21","1979/06/05","Midland Provincial Park",NA,"{94C44B52-B701-485A-AAAB-6A4BFC6E5126}",6159987.59473,22794.2736055,-112.7693398,51.4674857,TRUE
"93","L383716",-115.0548363,51.0301674,"463",1005,"Bow Valley","PP",NA,"OC","41","II","OC 424/2002",8020.86321792,3245.92818266,"2002/09/04","1959/07/27","Bow Valley Provincial Park","Includes all or part of the following former Provincial Recreation Areas:  Bow River, Gap Lake, Grotto Mountain, Lac Des Arcs, Three Sisters, Old Camp, all first established 1982.","{06265F70-FF67-4C6B-AACD-4541FC98A6A6}",32459281.8293,98277.5099576,-115.0548363,51.0301674,TRUE
"94","L497711",-114.0274429,50.9690219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0274429,50.9690219,TRUE
"95","L1312397",-114.1321086,50.9289271,"234",1019,"Fish Creek","PP",NA,"OC","41","II","OC 598/2003",3356.92715729,1358.5002226,"2003/12/17","1975/06/10","Fish Creek Provincial Park",NA,"{A99A5796-CB4C-419C-AF94-FAD02010AB86}",13585002.2222,59944.4090404,-114.1321086,50.9289271,TRUE
"96","L449814",-113.8025236,51.0691245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.8025236,51.0691245,TRUE
"97","L524839",-113.0707741,53.2924125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.0707741,53.2924125,TRUE
"98","L2584728",-114.0124655,50.8973148,"234",1019,"Fish Creek","PP",NA,"OC","41","II","OC 598/2003",3356.92715729,1358.5002226,"2003/12/17","1975/06/10","Fish Creek Provincial Park",NA,"{A99A5796-CB4C-419C-AF94-FAD02010AB86}",13585002.2222,59944.4090404,-114.0124655,50.8973148,TRUE
"99","L2971333",-113.7537718,51.0655108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7537718,51.0655108,TRUE
"100","L691371",-113.3210135,53.442468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.3210135,53.442468,TRUE
"101","L1902206",-112.8615551,49.6997415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8615551,49.6997415,TRUE
"102","L3584944",-110.7553196,54.251236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.7553196,54.251236,TRUE
"103","L368183",-110.645113,50.0432227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.645113,50.0432227,TRUE
"104","L1477820",-117.2206322,52.2372606,"436",5256,"Jasper","NP",NA,"OC","41","II",NA,2775661.31325855,1123270.28119676,NA,"1907/12/31","Jasper National Park of Canada",NA,"{3301ED3E-F396-4217-AB49-FFC5EE59E63F}",11232702812,838629.98006,-117.2206322,52.2372606,TRUE
"105","L739134",-112.8557682,49.6415672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8557682,49.6415672,TRUE
"106","L1864048",-118.0807976,52.8502928,"436",5256,"Jasper","NP",NA,"OC","41","II",NA,2775661.31325855,1123270.28119676,NA,"1907/12/31","Jasper National Park of Canada",NA,"{3301ED3E-F396-4217-AB49-FFC5EE59E63F}",11232702812,838629.98006,-118.0807976,52.8502928,TRUE
"107","L2386499",-114.0234089,51.0455559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0234089,51.0455559,TRUE
"108","L1148117",-112.8558382,53.6116013,"175",5218,"Elk Island","NP",NA,"OC","41","II",NA,47518.76996332,19230.16394106,NA,"1913/12/31","Elk Island National Park of Canada",NA,"{9FEF81B6-7F42-4E53-949F-CCB1FC5549BD}",192301639.409,87531.9119513,-112.8558382,53.6116013,TRUE
"109","L613589",-110.9179688,54.2427606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.9179688,54.2427606,TRUE
"110","L286787",-110.1719284,49.6458468,"378",1014,"Cypress Hills","PP",NA,"OC","41","II","OC 183/86",51316.55295679,20767.07219086,"1986/03/13","1951/04/24","Cypress Hills Provincial Park",NA,"{EFA5522A-DDEF-4D8A-9F55-EB691CFD89A2}",207670721.914,135408.928365,-110.1719284,49.6458468,TRUE
"111","L1450980",-115.4942685,51.2406503,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.4942685,51.2406503,TRUE
"112","L1448462",-114.0812042,51.1057912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0812042,51.1057912,TRUE
"113","L4832190",-113.5527563,53.5286952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5527563,53.5286952,TRUE
"114","L267671",-114.1463977,50.9904591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.1463977,50.9904591,TRUE
"115","L475870",-114.1138744,50.930143,"234",1019,"Fish Creek","PP",NA,"OC","41","II","OC 598/2003",3356.92715729,1358.5002226,"2003/12/17","1975/06/10","Fish Creek Provincial Park",NA,"{A99A5796-CB4C-419C-AF94-FAD02010AB86}",13585002.2222,59944.4090404,-114.1138744,50.930143,TRUE
"116","L375278",-114.0142465,51.0415423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0142465,51.0415423,TRUE
