"","locality_id","longitude","latitude","OBJECTID","PASITES_ID","NAME","TYPE","SUBTYPE","STATUS","SOURCE","IUCN","OC_NO","ACRES","HECTARES","OC_DATE","DATE_EST","OC_NAME","NOTES","GlobalID","Shape_STAr","Shape_STLe","coords.x1","coords.x2","optional"
"605","L3914783",-113.9048338,49.0612133,"433",5189,"Waterton Lakes","NP",NA,"OC","41","II",NA,123216.57513335,49863.97884245,NA,"1895/12/31","Waterton Lakes National Park of Canada",NA,"{EE793A4D-C5DC-4C3D-AFAE-8506F6CA69E5}",498639788.585,144112.951557,-113.9048338,49.0612133,TRUE
"606","L2174536",-110.0284195,54.8034554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.0284195,54.8034554,TRUE
"607","L4465884",-113.7791944,50.9148202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7791944,50.9148202,TRUE
"608","L4466037",-113.5352432,51.385031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5352432,51.385031,TRUE
"609","L1477850",-117.1613964,52.21294,"436",5256,"Jasper","NP",NA,"OC","41","II",NA,2775661.31325855,1123270.28119676,NA,"1907/12/31","Jasper National Park of Canada",NA,"{3301ED3E-F396-4217-AB49-FFC5EE59E63F}",11232702812,838629.98006,-117.1613964,52.21294,TRUE
"610","L1481799",-115.7257746,51.1866882,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.7257746,51.1866882,TRUE
"611","L2330413",-116.9004536,55.7143478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.9004536,55.7143478,TRUE
"612","L989438",-114.0564537,49.0173825,"433",5189,"Waterton Lakes","NP",NA,"OC","41","II",NA,123216.57513335,49863.97884245,NA,"1895/12/31","Waterton Lakes National Park of Canada",NA,"{EE793A4D-C5DC-4C3D-AFAE-8506F6CA69E5}",498639788.585,144112.951557,-114.0564537,49.0173825,TRUE
"613","L2189975",-111.5819925,57.1807524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.5819925,57.1807524,TRUE
"614","L2526782",-114.0060309,50.8927102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0060309,50.8927102,TRUE
"615","L4689812",-112.779749,53.5371513,"340",10651,"Cooking Lake-Blackfoot","PRA",NA,"OC","41","II","OC 390/97",24429.48764322,9886.26289649,"1997/08/27","1987/08/06","Cooking Lake-Blackfoot Provincial Recreation Area",NA,"{D61818D0-4E58-4E88-987E-6F1B078D001B}",98862628.9641,52092.7668069,-112.779749,53.5371513,TRUE
"616","L2305643",-113.4625053,49.0069722,"397",1043,"Police Outpost","PP",NA,"OC","41","II","OC 333/82",525.58319265,212.69597187,"1982/03/17","1970/04/21","Police Outpost Provincial Park",NA,"{3188DDD5-C443-48C8-8B7B-F6BA97C0D140}",2126959.7207,8817.71024723,-113.4625053,49.0069722,TRUE
"617","L4474852",-114.6521683,50.6467546,"454",1118,"Sheep River","PP",NA,"OC","41","II","OC 310/2001",15290.03222232,6187.65650976,"2001/07/24","2001/07/24","Sheep River Provincial Park",NA,"{137CE16E-371C-4BA9-95B9-6CE1E78B5C8A}",61876565.0969,58636.1361622,-114.6521683,50.6467546,TRUE
"618","L2967861",-112.7801514,51.8370504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.7801514,51.8370504,TRUE
"619","L463095",-118.24085,52.7256107,"436",5256,"Jasper","NP",NA,"OC","41","II",NA,2775661.31325855,1123270.28119676,NA,"1907/12/31","Jasper National Park of Canada",NA,"{3301ED3E-F396-4217-AB49-FFC5EE59E63F}",11232702812,838629.98006,-118.24085,52.7256107,TRUE
"620","L2252556",-112.0873207,51.1247178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.0873207,51.1247178,TRUE
"621","L8077432",-112.8732562,53.6160224,"175",5218,"Elk Island","NP",NA,"OC","41","II",NA,47518.76996332,19230.16394106,NA,"1913/12/31","Elk Island National Park of Canada",NA,"{9FEF81B6-7F42-4E53-949F-CCB1FC5549BD}",192301639.409,87531.9119513,-112.8732562,53.6160224,TRUE
"622","L3993701",-114.5479196,50.6434779,"453",1115,"Bluerock Wildland","WPP",NA,"OC","41","IB","OC 307/2001",31376.17189007,12697.48627236,"2001/07/24","2001/07/24","Bluerock Wildland Provincial Park",NA,"{1C9060C2-A06A-479F-BC99-B99FBC35BEA2}",126974862.726,148998.898248,-114.5479196,50.6434779,TRUE
"623","L603925",-114.7735262,52.9527232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.7735262,52.9527232,TRUE
"624","L2253482",-113.5731518,53.5036058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5731518,53.5036058,TRUE
"625","L3581090",-112.9730934,53.3618705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.9730934,53.3618705,TRUE
"626","L5516593",-114.0182886,51.006307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0182886,51.006307,TRUE
"627","L4562364",-114.2467725,51.1082345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.2467725,51.1082345,TRUE
"628","L2526480",-111.6406631,50.5433266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.6406631,50.5433266,TRUE
"629","L2307870",-114.4863367,51.6770793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.4863367,51.6770793,TRUE
"630","L2213238",-111.7364931,49.7534899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.7364931,49.7534899,TRUE
"631","L2301398",-117.2476494,52.8947814,"438",1075,"Whitehorse Wildland","WPP",NA,"OC","41","IB","OC 364/2002",42960.59845673,17385.53737747,"2002/07/23","1998/08/26","Whitehorse Wildland Provincial Park","Includes all or part of the former Cardinal Divide Natural Area, first established 1995.","{9F58E2F7-DAC8-4A92-A1EC-7C60533E442E}",173855373.775,100513.31542,-117.2476494,52.8947814,TRUE
"632","L4670542",-114.4734782,50.6429498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.4734782,50.6429498,TRUE
"633","L2871348",-114.3767738,49.5696339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.3767738,49.5696339,TRUE
"634","L2378468",-113.9584565,53.6259608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9584565,53.6259608,TRUE
"635","L2526167",-111.6581753,54.772954,"349",1027,"Lakeland","PP",NA,"OC","41","II","OC 56/92",36488.2833832,14766.28439516,"1992/01/16","1992/01/16","Lakeland Provincial Park",NA,"{E54D1D97-E61D-41D6-BFA6-DDBB6E147941}",147662843.95,76387.6317986,-111.6581753,54.772954,TRUE
"636","L2167794",-111.4462566,56.7633562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.4462566,56.7633562,TRUE
"637","L3375525",-111.8682861,53.6655951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.8682861,53.6655951,TRUE
"638","L4977616",-114.0948694,51.017287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0948694,51.017287,TRUE
"639","L2167809",-111.5637669,56.9895908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.5637669,56.9895908,TRUE
"640","L4458786",-113.1252766,49.3636506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.1252766,49.3636506,TRUE
"641","L372964",-112.3249483,51.0110968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.3249483,51.0110968,TRUE
"642","L5760178",-115.496182,51.2281729,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.496182,51.2281729,TRUE
"643","L3103863",-110.0228405,52.5794932,"379",1015,"Dillberry Lake","PP",NA,"OC","41","II","OC 205/2000",2989.74590153,1209.90724029,"2000/06/06","1957/12/31","Dillberry Lake Provincial Park",NA,"{E1877413-0C67-4509-8BD3-7FBF1A646A90}",12099072.4043,27088.2171932,-110.0228405,52.5794932,TRUE
"644","L2081640",-111.3510704,49.4234806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.3510704,49.4234806,TRUE
"645","L4051320",-115.9945911,55.5001829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.9945911,55.5001829,TRUE
"646","L3404962",-113.686223,50.7559524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.686223,50.7559524,TRUE
"647","L2268328",-118.5766002,56.2226664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.5766002,56.2226664,TRUE
"648","L9282210",-114.0309648,49.5399259,"446",10706,"Oldman Dam","PRA",NA,"OC","41","NR","OC 390/97",12040.32526252,4872.54676164,"1997/08/27","1994/08/11","Oldman Dam Provincial Recreation Area",NA,"{E343035C-AE78-452A-9C8C-C730490B8E94}",48725467.6218,154362.785941,-114.0309648,49.5399259,TRUE
"649","L2175661",-111.4605796,56.9132605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.4605796,56.9132605,TRUE
"650","L2362995",-113.6328149,50.9352683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.6328149,50.9352683,TRUE
"651","L3562643",-112.1079254,53.831865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.1079254,53.831865,TRUE
"652","L4656111",-111.8851304,50.604214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.8851304,50.604214,TRUE
"653","L4465897",-113.2636541,50.4029659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.2636541,50.4029659,TRUE
"654","L2474499",-113.8643646,50.5739164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.8643646,50.5739164,TRUE
"655","L1089266",-111.2784576,53.951742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.2784576,53.951742,TRUE
"656","L3584931",-110.7370806,54.2608376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.7370806,54.2608376,TRUE
"657","L4687159",-112.6466846,49.4832099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.6466846,49.4832099,TRUE
"658","L2990842",-112.4601746,50.3842242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.4601746,50.3842242,TRUE
"659","L3385174",-110.9382248,54.5186902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.9382248,54.5186902,TRUE
"660","L2568676",-113.9865661,50.8687776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9865661,50.8687776,TRUE
"661","L3084292",-111.9978797,58.8432558,"417",5200,"Wood Buffalo","NP",NA,"OC","41","II",NA,8949373.51551034,3621682.96876995,NA,"1922/12/31","Wood Buffalo National Park of Canada",NA,"{BD45E93A-A40F-4630-8759-BAC3EFD87F3B}",36216829687.7,1071732.80835,-111.9978797,58.8432558,TRUE
"662","L4760593",-114.4496146,50.6434329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.4496146,50.6434329,TRUE
"663","L2114677",-112.2506618,53.859614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.2506618,53.859614,TRUE
"664","L4466609",-111.9014711,50.9142097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9014711,50.9142097,TRUE
"665","L2268610",-118.6053576,55.922642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.6053576,55.922642,TRUE
"666","L2423969",-110.6742696,50.0184968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.6742696,50.0184968,TRUE
"667","L4009800",-113.9245534,50.9277627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9245534,50.9277627,TRUE
"668","L1457804",-115.5240462,51.231936,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.5240462,51.231936,TRUE
"669","L3655865",-112.9660138,53.4270558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.9660138,53.4270558,TRUE
"670","L2602023",-113.7860166,52.2744887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7860166,52.2744887,TRUE
"671","L2478115",-110.7141365,50.0272747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.7141365,50.0272747,TRUE
"672","L3584549",-110.9360576,54.264356,"365",1036,"Moose Lake","PP",NA,"OC","41","II","OC 604/88",1813.05952584,733.71915863,"1988/10/20","1967/04/19","Moose Lake Provincial Park",NA,"{15DAC7E1-FD30-47DB-9775-007CC013E65E}",7337191.58398,19670.881736,-110.9360576,54.264356,TRUE
"673","L4135367",-110.2138138,54.4132863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.2138138,54.4132863,TRUE
"674","L524791",-118.5342407,55.3307068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.5342407,55.3307068,TRUE
"675","L6436618",-115.1249785,50.6897421,"450",1041,"Peter Lougheed","PP",NA,"OC","41","II","OC 793/85",126928.31479558,51366.06659149,"1985/11/14","1977/10/17","Peter Lougheed Provincial Park","Formerly named Kananaskis Provincial Park.","{219BB53C-444B-4DB7-8BB3-E03718827FF2}",513660665.902,208260.122748,-115.1249785,50.6897421,TRUE
"676","L2860121",-111.3376379,56.7122792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.3376379,56.7122792,TRUE
"677","L2364449",-114.0997124,50.9810197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0997124,50.9810197,TRUE
"678","L4753559",-114.6969438,50.6217055,"454",1118,"Sheep River","PP",NA,"OC","41","II","OC 310/2001",15290.03222232,6187.65650976,"2001/07/24","2001/07/24","Sheep River Provincial Park",NA,"{137CE16E-371C-4BA9-95B9-6CE1E78B5C8A}",61876565.0969,58636.1361622,-114.6969438,50.6217055,TRUE
"679","L2582706",-113.3232598,50.7190534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.3232598,50.7190534,TRUE
"680","L6324362",-114.245719,49.5420199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.245719,49.5420199,TRUE
"681","L4435039",-113.4742896,51.3077482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4742896,51.3077482,TRUE
"682","L4159161",-113.4775472,53.5260817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4775472,53.5260817,TRUE
"683","L4582404",-111.1045378,49.4775777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.1045378,49.4775777,TRUE
"684","L5944680",-114.0256287,50.986957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0256287,50.986957,TRUE
"685","L3889156",-112.668314,51.0615191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.668314,51.0615191,TRUE
"686","L6591464",-113.3332336,53.5121111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.3332336,53.5121111,TRUE
"687","L3814781",-114.5030496,50.6384523,"454",1118,"Sheep River","PP",NA,"OC","41","II","OC 310/2001",15290.03222232,6187.65650976,"2001/07/24","2001/07/24","Sheep River Provincial Park",NA,"{137CE16E-371C-4BA9-95B9-6CE1E78B5C8A}",61876565.0969,58636.1361622,-114.5030496,50.6384523,TRUE
"688","L4640234",-111.8312931,53.5049969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.8312931,53.5049969,TRUE
"689","L4468946",-113.1717217,53.6349187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.1717217,53.6349187,TRUE
"690","L4125251",-113.3755589,53.9466909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.3755589,53.9466909,TRUE
"691","L4234130",-115.0022945,55.347157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.0022945,55.347157,TRUE
"692","L4958802",-114.919236,52.3775995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.919236,52.3775995,TRUE
"693","L4466023",-112.8901172,52.4630983,"228",1046,"Rochon Sands","PP",NA,"OC","41","NR","OC 627/91",294.44902577,119.1592931,"1991/09/20","1957/01/08","Rochon Sands Provincial Park",NA,"{4C23FBEF-7B1B-4E9C-9EE4-2A78BFBAF37C}",1191592.93237,5614.12715116,-112.8901172,52.4630983,TRUE
"694","L3087622",-115.5622373,51.1859553,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.5622373,51.1859553,TRUE
"695","L2338367",-115.788826,51.1370949,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.788826,51.1370949,TRUE
"696","L4464647",-113.671267,53.5005172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.671267,53.5005172,TRUE
"697","L10021404",-112.7299588,51.5628471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.7299588,51.5628471,TRUE
"698","L3784084",-112.06213,51.04217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.06213,51.04217,TRUE
"699","L3854543",-116.4171195,52.0424082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.4171195,52.0424082,TRUE
"700","L2484149",-112.9817891,51.1106152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.9817891,51.1106152,TRUE
"701","L2714195",-113.865047,52.2005866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.865047,52.2005866,TRUE
"702","L4458709",-112.1496123,49.7901238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.1496123,49.7901238,TRUE
"703","L3508301",-113.3733916,53.5798946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.3733916,53.5798946,TRUE
"704","L4818970",-113.6857282,49.0249688,"433",5189,"Waterton Lakes","NP",NA,"OC","41","II",NA,123216.57513335,49863.97884245,NA,"1895/12/31","Waterton Lakes National Park of Canada",NA,"{EE793A4D-C5DC-4C3D-AFAE-8506F6CA69E5}",498639788.585,144112.951557,-113.6857282,49.0249688,TRUE
"705","L1472683",-115.1932684,50.8144487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.1932684,50.8144487,TRUE
"706","L4382091",-113.9285472,51.0325088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9285472,51.0325088,TRUE
"707","L1454931",-113.8852913,49.0869747,"433",5189,"Waterton Lakes","NP",NA,"OC","41","II",NA,123216.57513335,49863.97884245,NA,"1895/12/31","Waterton Lakes National Park of Canada",NA,"{EE793A4D-C5DC-4C3D-AFAE-8506F6CA69E5}",498639788.585,144112.951557,-113.8852913,49.0869747,TRUE
"708","L3368416",-115.3552142,51.0873339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.3552142,51.0873339,TRUE
"709","L4457072",-115.1253421,50.9508959,"457",10195,"Evan-Thomas","PRA",NA,"OC","41","NR","OC 482/2004",5995.45246702,2426.27353213,"2004/10/08","1982/03/24","Evan-Thomas Provincial Recreation Area",NA,"{89A222C1-A48E-4F97-B67F-8BDC0CCE2543}",24262735.3247,43265.6711379,-115.1253421,50.9508959,TRUE
"710","L6125708",-113.4977925,53.525679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4977925,53.525679,TRUE
"711","L4234064",-114.82481,55.4596842,"388",1028,"Lesser Slave Lake","PP",NA,"OC","41","II","OC 90/2001",18795.43945334,7606.24448636,"2001/02/12","1966/06/29","Lesser Slave Lake Provincial Park",NA,"{A8D5C0CC-CAC0-4D4D-ABBE-751272211035}",76062444.8569,104718.655955,-114.82481,55.4596842,TRUE
"712","L2565698",-113.8090897,50.3891495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.8090897,50.3891495,TRUE
"713","L2526376",-114.2315912,51.1141918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.2315912,51.1141918,TRUE
"714","L7467503",-113.6531889,50.9663028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.6531889,50.9663028,TRUE
"715","L3061754",-111.9350517,58.4358779,"417",5200,"Wood Buffalo","NP",NA,"OC","41","II",NA,8949373.51551034,3621682.96876995,NA,"1922/12/31","Wood Buffalo National Park of Canada",NA,"{BD45E93A-A40F-4630-8759-BAC3EFD87F3B}",36216829687.7,1071732.80835,-111.9350517,58.4358779,TRUE
"716","L2682221",-112.7882309,49.0290376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.7882309,49.0290376,TRUE
"717","L2946834",-117.8618431,53.3107753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.8618431,53.3107753,TRUE
"718","L3094241",-111.9819615,54.7683763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9819615,54.7683763,TRUE
"719","L2951042",-111.1931205,58.7038151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.1931205,58.7038151,TRUE
"720","L2795478",-113.4750795,51.909795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4750795,51.909795,TRUE
"721","L3090398",-112.1725774,50.683965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.1725774,50.683965,TRUE
"722","L2344664",-112.9269218,50.2274416,"389",1029,"Little Bow","PP",NA,"OC","41","NR","OC 1392/72",274.133939,110.938069,"1972/08/29","1954/01/20","Little Bow Provincial Park","Bed/shore of Travers Reservoir in SW2 has not been shown as included in LBPP, but has in fact been included since 1965 as per OC 1452/65.","{0620C761-7682-4B5D-94FF-C24610601DE9}",1109380.68994,5293.51289065,-112.9269218,50.2274416,TRUE
"723","L2565176",-111.9781494,50.6798726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9781494,50.6798726,TRUE
"724","L3061740",-111.9196022,58.315433,"417",5200,"Wood Buffalo","NP",NA,"OC","41","II",NA,8949373.51551034,3621682.96876995,NA,"1922/12/31","Wood Buffalo National Park of Canada",NA,"{BD45E93A-A40F-4630-8759-BAC3EFD87F3B}",36216829687.7,1071732.80835,-111.9196022,58.315433,TRUE
"725","L1986291",-114.3956233,49.5869699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.3956233,49.5869699,TRUE
"726","L4434776",-113.4144187,51.0942512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4144187,51.0942512,TRUE
"727","L4002494",-113.9421648,51.015345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9421648,51.015345,TRUE
