"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.171869676595326,0.0329760738885284,-5.21195085795569,1.86865055207264e-07,0.0198751733217771,-8.64745548694204,0
"b_sr",0.1975108109656,0.015551603403468,12.7003503009571,0,0.00517293056753551,38.1816087393762,0
