"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_tc",-0.22601871219918,NA,NA,NA,NA
"b_sr",4.08972180998306,NA,NA,NA,NA
"sigma_sr",2.27126539215766,0,Inf,NA,NA
