"","Estimate","Std.err.","t-ratio(0)","p-val(0)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.189018935446223,0.00201648071532997,-93.737040978987,0,0.0540148780192076,-3.49938650938002,0.000466330073705112
"b_sr",0.200272592505126,0.000954742872596297,209.765999049055,0,0.0108490958166238,18.4598418052732,0
