"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.20343595159513,0.0395861336752725,-5.13907100056621,2.76100068585805e-07,0.0236419516616751,-8.60487131123406,0
"b_sr",0.195709188679883,0.0155940263098506,12.5502666720689,0,0.00487936131283159,40.1095914264871,0
