"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.171869683079295,0.0329760743579879,-5.21195098038291,1.86864931750463e-07,0.0198751738875792,-8.64745556700279,0
"b_sr",0.197510812567699,0.0155516034209672,12.7003503896844,0,0.00517293057370984,38.1816090035114,0
