"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.0229789088417,0.000206459973364461,-111.29958251586,0,0.00543270723372119,-4.22973443131048,2.33967348715058e-05
"b_sr",0.0189288627162065,8.58473476863966e-05,220.494438399592,0,0.00094336003926235,20.0653641540802,0
