"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.0275515943866427,0.000249337509498353,-110.499196218308,0,0.00643343435405899,-4.28256400397711,1.84751964271701e-05
"b_sr",0.018955531578937,8.58373966690618e-05,220.830690520803,0,0.00093406782008913,20.2935281263926,0
