"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.20343595183305,0.0395861338051249,-5.13907098971894,2.76100084573017e-07,0.0236419518190409,-8.60487126402164,0
"b_sr",0.1957091914694,0.0155940263472447,12.5502668208573,0,0.00487936133753891,40.1095917950837,0
