"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.0229789092697156,0.00020645997744889,-111.29958238712,0,0.00543270744668943,-4.22973434428508,2.33967439220439e-05
"b_sr",0.0189288637034241,8.58473484051313e-05,220.494448053246,0,0.000943360092696058,20.0653640640307,0
