"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.203435951595101,0.0395861336740821,-5.13907100072002,2.7610006836376e-07,0.0236419516716382,-8.60487130760658,0
"b_sr",0.19570918864032,0.0155940263093145,12.5502666699633,0,0.00487936131157046,40.1095914287458,0
