"b_tc","b_sr","sigma_sr","logLike"
-0.225585113738229,0.296340942288102,0.154169050641369,-125728.683196931
-0.225585113738229,0.296340942288102,0.154169050641369,-125728.683196931
-0.355226810548951,0.432383594194712,0.461007545366895,-120059.136929111
-0.353768141302666,0.433372451574354,0.463215812498718,-120010.670490492
-0.347361835404853,2.07536965331687,-0.242738198509984,-116718.166454292
