"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.267641823414314,0.00252083003483118,-106.172101933178,0,0.0656682087033879,-4.07566810027065,4.5882422704091e-05
"b_sr",0.183142477413576,0.000880383857375072,208.025710466374,0,0.00728407851401291,25.1428477962245,0
