"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.0229779032280133,0.000206457109750761,-111.29625545835,0,0.00543262312538671,-4.22961480995015,2.34091786608381e-05
"b_sr",0.0189293381164884,8.58477550049651e-05,220.498929941658,0,0.000943388701585615,20.0652584503849,0
