"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.267642083914355,0.00252083134110041,-106.172150254813,0,0.0656682627206169,-4.07566871462746,4.58823015572207e-05
"b_sr",0.183142571448328,0.000880383908457905,208.025805207099,0,0.00728408444893118,25.1428402199815,0
