"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.171869676987546,0.0329760739090142,-5.21195086661194,1.86865046547524e-07,0.0198751733445382,-8.64745549677314,0
"b_sr",0.197510810815252,0.0155516034011192,12.7003502932076,0,0.00517293056719894,38.1816087127961,0
