"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.0275520315254027,0.000249342633012057,-110.498678836324,0,0.00643368669105782,-4.28246398191837,1.84835058623101e-05
"b_sr",0.0189555205107201,8.58372577927846e-05,220.830918859031,0,0.000934061205550338,20.2936599851096,0
