"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.171869676610956,0.0329760738927481,-5.21195085776273,1.86865055429308e-07,0.0198751733241973,-8.64745548667547,0
"b_sr",0.197510811073385,0.0155516034050289,12.7003503066132,0,0.0051729305681583,38.1816087556157,0
