"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.206151576591698,0.0396639966061845,-5.19744842252116,2.02042572894356e-07,0.0238952792228539,-8.62729305939774,0
"b_sr",0.1975786023252,0.0155489621851167,12.7068675049143,0,0.00519184497294103,38.0555666347791,0
