"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.171869677206132,0.0329760739230668,-5.21195087101953,1.86865042106632e-07,0.0198751733433481,-8.64745550828892,0
"b_sr",0.197510810815313,0.0155516034009053,12.7003502933862,0,0.00517293056547209,38.1816087255538,0
