"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.22384159852905,0.00203113263996123,-110.205308173927,0,0.0539714674297532,-4.147406197921,3.36263166524908e-05
"b_sr",0.196880798291931,0.000898351006782784,219.157987028934,0,0.0101841008005236,19.3321729770986,0
