"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.0295347983827693,0.00025144196142659,-117.461692611685,0,0.00664336387704963,-4.4457595473283,8.75818676138174e-06
"b_nrsr",0.0123349380689935,0.000171228481704289,72.0378873083502,0,0.00321409995704978,3.83775807654587,0.000124162715049447
"b_es",0.165763938221629,0.00332249412255429,49.8914165404729,0,0.0588858646123465,2.81500389461673,0.00487766427683334
