"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.0335363671525749,0.000301043048508405,-111.400569847865,0,0.00794133835414096,-4.22301199836014,2.41058981651499e-05
"b_sr",0.0189259668733524,8.58486518926886e-05,220.457356709689,0,0.000944590165714837,20.0361675997651,0
