"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.171869683079295,0.0329760743582599,-5.21195098033991,1.86864931750463e-07,0.0198751738863065,-8.64745556755649,0
"b_sr",0.197510812567699,0.0155516034210202,12.7003503896412,0,0.00517293057394087,38.1816090018063,0
