"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.0335365763687053,0.000301044147763315,-111.400858039838,0,0.00794138397799905,-4.22301408187988,2.4105675235031e-05
"b_sr",0.0189260446590114,8.58487027145342e-05,220.458132278885,0,0.000944593949345137,20.0361696918897,0
