"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"b_tc",-0.203435950897016,0.0395861336514091,-5.13907098602883,2.76100089902087e-07,0.0236419516253064,-8.60487129494239,0
"b_sr",0.195709189182598,0.0155940263170673,12.5502666984985,0,0.00487936131668005,40.1095914978806,0
